document_id,source_dataset,prompt
4177,MedQuAD,What are the symptoms of Mitochondrial complex II deficiency ?
4178,MedQuAD,What is (are) Prurigo nodularis ?
4179,MedQuAD,What are the symptoms of Spondyloepiphyseal dysplasia ?
4180,MedQuAD,What are the symptoms of Dystonia 11 ?
4181,MedQuAD,What are the treatments for 3-methylglutaconyl-CoA hydratase deficiency ?
4182,PubMedQA,Could ESC (Electronic Stability Control) change the way we drive?
4183,MedQuAD,How many people are affected by Muenke syndrome ?
4184,MedQuAD,What is (are) polycythemia vera ?
4185,MedQuAD,What are the genetic changes related to Ollier disease ?
4186,MedQuAD,What are the genetic changes related to Moebius syndrome ?
4187,MedQuAD,What is (are) Trisomy 17 mosaicism ?
4188,MedQuAD,What are the treatments for glutaric acidemia type I ?
4189,MedQuAD,What is (are) Noonan syndrome ?
4190,MedQuAD,What are the treatments for inclusion body myopathy 2 ?
4191,MedQuAD,What are the treatments for autosomal recessive hyper-IgE syndrome ?
4192,MedQuAD,What is (are) Darier disease ?
4193,MedQuAD,What is (are) Chronic Neutrophilic Leukemia ?
4194,MedQuAD,What is (are) Hereditary lymphedema type II ?
4195,MedQuAD,What are the symptoms of Ulcerative Colitis ?
4196,MedQuAD,What is (are) pseudoxanthoma elasticum ?
4197,MedQuAD,How to diagnose Waardenburg syndrome type 2 ?
4198,MedQuAD,what research (or clinical trials) is being done for Ohtahara Syndrome ?
4199,MedQuAD,What are the complications of Prostate Enlargement: Benign Prostatic Hyperplasia ?
4200,MedQuAD,Do you have information about Antioxidants
4201,MedQuAD,What are the genetic changes related to Bloom syndrome ?
4202,MedQuAD,What are the treatments for Migraine ?
4203,MedQuAD,Is atelosteogenesis type 1 inherited ?
4204,MedQuAD,What are the symptoms of Cerebral gigantism jaw cysts ?
4205,MedQuAD,What are the symptoms of Single upper central incisor ?
4206,MedQuAD,What are the genetic changes related to spinal muscular atrophy ?
4207,MedQuAD,What is the outlook for Canavan Disease ?
4208,MedQuAD,What is (are) spinal muscular atrophy ?
4209,MedQuAD,What to do for Nutrition for Early Chronic Kidney Disease in Adults ?
4210,MedQuAD,Is Miller syndrome inherited ?
4211,MedQuAD,How to prevent Parasites - Enterobiasis (also known as Pinworm Infection) ?
4212,MedQuAD,What is the outlook for Miller Fisher Syndrome ?
4213,MedQuAD,How many people are affected by histidinemia ?
4214,MedQuAD,How many people are affected by glucose phosphate isomerase deficiency ?
4215,MedQuAD,Is cerebrotendinous xanthomatosis inherited ?
4216,MedQuAD,What to do for Kidney Failure: Choosing a Treatment That's Right for You ?
4217,MedQuAD,What are the genetic changes related to Perry syndrome ?
4218,MedQuAD,How to diagnose Cone dystrophy ?
4219,MedQuAD,How many people are affected by amyotrophic lateral sclerosis ?
4220,MedQuAD,What causes Primary Familial Brain Calcification ?
4221,MedQuAD,What are the genetic changes related to arrhythmogenic right ventricular cardiomyopathy ?
4222,MedQuAD,What are the treatments for Lactose Intolerance ?
4223,MedQuAD,What are the treatments for episodic ataxia ?
4224,MedQuAD,What are the symptoms of Premature aging Okamoto type ?
4225,MedQuAD,How many people are affected by cerebrotendinous xanthomatosis ?
4226,MedQuAD,What are the treatments for essential tremor ?
4227,MedQuAD,What are the genetic changes related to abetalipoproteinemia ?
4228,MedQuAD,What are the genetic changes related to Clouston syndrome ?
4229,MedQuAD,What are the treatments for van der Woude syndrome ?
4230,MedQuAD,What is (are) Foreign Bodies ?
4231,PubMedQA,Acute hepatitis C in Israel: a predominantly iatrogenic disease?
4232,MedQuAD,What are the symptoms of Chromosome 1q41-q42 deletion syndrome ?
4233,MedQuAD,What are the genetic changes related to essential pentosuria ?
4234,MedQuAD,What to do for Hypoglycemia ?
4235,MedQuAD,How many people are affected by 3-methylcrotonyl-CoA carboxylase deficiency ?
4236,MedQuAD,What is (are) Myotonic dystrophy ?
4237,MedQuAD,Is lattice corneal dystrophy type I inherited ?
4238,MedQuAD,What is (are) Myocarditis ?
4239,MedQuAD,What to do for Pyelonephritis: Kidney Infection ?
4240,MedQuAD,What is (are) Gamma aminobutyric acid transaminase deficiency ?
4241,MedQuAD,What are the treatments for Locked-In Syndrome ?
4242,MedQuAD,What is (are) Thrombocythemia and Thrombocytosis ?
4243,MedQuAD,What causes What I need to know about Erectile Dysfunction ?
4244,MedQuAD,What are the treatments for Bannayan-Riley-Ruvalcaba syndrome ?
4245,MedQuAD,What causes Lymphomatoid papulosis ?
4246,MedQuAD,What is (are) congenital afibrinogenemia ?
4247,MedQuAD,What causes Agenesis of the dorsal pancreas ?
4248,MedQuAD,What is (are) Pseudohypoaldosteronism type 2 ?
4249,MedQuAD,What causes Friedreich ataxia ?
4250,MedQuAD,What are the symptoms of Atypical Chronic Myelogenous Leukemia ?
4251,MedQuAD,What are the symptoms of 3 alpha methylcrotonyl-CoA carboxylase 2 deficiency ?
4252,PubMedQA,Is cardiovascular evaluation necessary prior to and during beta-blocker therapy for infantile hemangiomas?
4253,MedQuAD,What is (are) Abetalipoproteinemia ?
4254,MedQuAD,What are the stages of Childhood Rhabdomyosarcoma ?
4255,PubMedQA,Is diffusion-weighted imaging a significant indicator of the development of vascularization in hypovascular hepatocellular lesions?
4256,MedQuAD,What are the treatments for catecholaminergic polymorphic ventricular tachycardia ?
4257,MedQuAD,What is (are) familial hemiplegic migraine ?
4258,MedQuAD,What are the treatments for 1q21.1 microdeletion ?
4259,MedQuAD,Is Nijmegen breakage syndrome inherited ?
4260,MedQuAD,Who is at risk for Lung Cancer? ?
4261,MedQuAD,What are the symptoms of Retinal cone dystrophy 1 ?
4262,MedQuAD,What is the outlook for Dravet Syndrome ?
4263,MedQuAD,What are the symptoms of Childhood Brain and Spinal Cord Tumors ?
4264,PubMedQA,Does increased nerve length within the treatment volume improve trigeminal neuralgia radiosurgery?
4265,MedQuAD,What are the symptoms of IBIDS syndrome ?
4266,MedQuAD,What is (are) fibrochondrogenesis ?
4267,MedQuAD,Do you have information about Seniors' Health
4268,MedQuAD,How many people are affected by congenital dyserythropoietic anemia ?
4269,PubMedQA,Is Overexpression of Ki-67 a Prognostic Biomarker of Upper Tract Urinary Carcinoma?
4270,MedQuAD,How many people are affected by familial hemiplegic migraine ?
4271,MedQuAD,What is (are) alpha thalassemia ?
4272,MedQuAD,What are the genetic changes related to Bowen-Conradi syndrome ?
4273,MedQuAD,What are the symptoms of Spinocerebellar ataxia 26 ?
4274,MedQuAD,What is (are) PPM-X syndrome ?
4275,MedQuAD,What is (are) Kniest dysplasia ?
4276,MedQuAD,What are the symptoms of Beukes familial hip dysplasia ?
4277,MedQuAD,What are the symptoms of His bundle tachycardia ?
4278,MedQuAD,How many people are affected by cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy ?
4279,PubMedQA,Does strategy training reduce age-related deficits in working memory?
4280,MedQuAD,What is the outlook for Agenesis of the Corpus Callosum ?
4281,MedQuAD,What to do for What I need to know about Diarrhea ?
4282,PubMedQA,Estimated fetal weight by ultrasound: a modifiable risk factor for cesarean delivery?
4283,MedQuAD,What are the treatments for Chanarin-Dorfman syndrome ?
4284,PubMedQA,Does exercise during pregnancy prevent postnatal depression?
4285,MedQuAD,What to do for Diabetic Kidney Disease ?
4286,MedQuAD,What causes Parkinson disease ?
4287,MedQuAD,What are the symptoms of Erythroderma lethal congenital ?
4288,MedQuAD,What to do for Cyclic Vomiting Syndrome ?
4289,MedQuAD,Who is at risk for Pancreatic Neuroendocrine Tumors (Islet Cell Tumors)? ?
4290,MedQuAD,"What is (are) Ovarian, Fallopian Tube, and Primary Peritoneal Cancer ?"
4291,MedQuAD,Do you have information about Uncommon Infant and Newborn Problems
4292,MedQuAD,Is Benign schwannoma inherited ?
4293,MedQuAD,What are the treatments for Encephaloceles ?
4294,MedQuAD,How many people are affected by leptin receptor deficiency ?
4295,MedQuAD,What are the symptoms of Ornithine translocase deficiency syndrome ?
4296,MedQuAD,What are the treatments for aromatase excess syndrome ?
4297,MedQuAD,Is iron-refractory iron deficiency anemia inherited ?
4298,MedQuAD,How many people are affected by pseudocholinesterase deficiency ?
4299,MedQuAD,How many people are affected by Graves disease ?
4300,MedQuAD,How to diagnose Mineral and Bone Disorder in Chronic Kidney Disease ?
4301,MedQuAD,What is (are) Soft Tissue Sarcoma ?
4302,MedQuAD,What are the treatments for Crimean-Congo Hemorrhagic Fever (CCHF) ?
4303,MedQuAD,What are the treatments for Meige disease ?
4304,MedQuAD,What are the genetic changes related to dihydrolipoamide dehydrogenase deficiency ?
4305,MedQuAD,What are the symptoms of Cardiogenic Shock ?
4306,MedQuAD,What is (are) Pigmented purpuric eruption ?
4307,MedQuAD,What is (are) cherubism ?
4308,MedQuAD,Do you have information about Cochlear Implants
4309,MedQuAD,What is (are) Spinal Cord Infarction ?
4310,MedQuAD,How many people are affected by Alpers-Huttenlocher syndrome ?
4311,MedQuAD,What are the treatments for dopamine transporter deficiency syndrome ?
4312,MedQuAD,What are the symptoms of Hyde Forster Mccarthy Berry syndrome ?
4313,MedQuAD,What are the symptoms of Platelet storage pool deficiency ?
4314,MedQuAD,What are the genetic changes related to fucosidosis ?
4315,MedQuAD,What to do for What I need to know about Cirrhosis ?
4316,MedQuAD,How many people are affected by Saethre-Chotzen syndrome ?
4317,MedQuAD,What is (are) Hydrops fetalis ?
4318,MedQuAD,What causes Hypoglycemia ?
4319,PubMedQA,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?
4320,MedQuAD,What is (are) CHARGE syndrome ?
4321,MedQuAD,What is (are) Chromosome 8q24.3 deletion syndrome ?
4322,MedQuAD,What is (are) 1p36 deletion syndrome ?
4323,MedQuAD,What are the symptoms of Chromosome 17q deletion ?
4324,MedQuAD,What is (are) Stiff-Person Syndrome ?
4325,MedQuAD,What are the treatments for Fahr's Syndrome ?
4326,MedQuAD,What are the treatments for pantothenate kinase-associated neurodegeneration ?
4327,MedQuAD,How many people are affected by peroxisomal acyl-CoA oxidase deficiency ?
4328,MedQuAD,What is (are) Proud syndrome ?
4329,MedQuAD,What are the treatments for pulmonary veno-occlusive disease ?
4330,MedQuAD,Is Stve-Wiedemann syndrome inherited ?
4331,MedQuAD,What are the treatments for Tylosis with esophageal cancer ?
4332,PubMedQA,Is atropine needed with ketamine sedation?
4333,MedQuAD,Is DICER1 syndrome inherited ?
4334,MedQuAD,What is (are) Dentinogenesis imperfecta ?
4335,MedQuAD,What is (are) Hypolipoproteinemia ?
4336,MedQuAD,How to diagnose Human T-cell leukemia virus type 1 ?
4337,MedQuAD,What is (are) Good syndrome ?
4338,MedQuAD,Is galactosemia inherited ?
4339,PubMedQA,Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?
4340,MedQuAD,How many people are affected by Wolf-Hirschhorn syndrome ?
4341,MedQuAD,What are the symptoms of Scurvy ?
4342,MedQuAD,What are the symptoms of Miles-Carpenter x-linked mental retardation syndrome ?
4343,MedQuAD,What to do for Mntriers Disease ?
4344,MedQuAD,What are the genetic changes related to centronuclear myopathy ?
4345,MedQuAD,What to do for Zollinger-Ellison Syndrome ?
4346,MedQuAD,What are the symptoms of Familial joint instability syndrome ?
4347,PubMedQA,Does the Simultaneous Use of a Neuroendoscope Influence the Incidence of Ventriculoperitoneal Shunt Infection?
4348,MedQuAD,What are the treatments for Postural orthostatic tachycardia syndrome ?
4349,PubMedQA,Does the distribution of health care benefits in Kenya meet the principles of universal coverage?
4350,MedQuAD,What causes Cerebrotendinous xanthomatosis ?
4351,MedQuAD,What are the genetic changes related to X-linked agammaglobulinemia ?
4352,MedQuAD,What are the genetic changes related to frontonasal dysplasia ?
4353,MedQuAD,What are the treatments for Machado-Joseph Disease ?
4354,MedQuAD,Who is at risk for What I need to know about Erectile Dysfunction? ?
4355,MedQuAD,What are the symptoms of Prevent diabetes problems: Keep your kidneys healthy ?
4356,MedQuAD,What are the symptoms of Osteopetrosis autosomal recessive 4 ?
4357,MedQuAD,How many people are affected by Shwachman-Diamond syndrome ?
4358,MedQuAD,What are the symptoms of Spranger Schinzel Myers syndrome ?
4359,MedQuAD,What are the symptoms of Charcot-Marie-Tooth disease type 2J ?
4360,MedQuAD,What are the treatments for Marden-Walker syndrome ?
4361,MedQuAD,What are the symptoms of Infundibulopelvic dysgenesis ?
4362,MedQuAD,What are the treatments for Ochoa syndrome ?
4363,MedQuAD,Is late-infantile neuronal ceroid lipofuscinosis inherited ?
4364,MedQuAD,What is (are) Multifocal motor neuropathy ?
4365,MedQuAD,What are the symptoms of Glomerulopathy with fibronectin deposits 1 ?
4366,MedQuAD,Is glycogen storage disease type VI inherited ?
4367,MedQuAD,What are the genetic changes related to paramyotonia congenita ?
4368,MedQuAD,Is Postural orthostatic tachycardia syndrome inherited ?
4369,MedQuAD,Who is at risk for Iron-Deficiency Anemia? ?
4370,MedQuAD,Is SYNGAP1-related intellectual disability inherited ?
4371,MedQuAD,How many people are affected by guanidinoacetate methyltransferase deficiency ?
4372,MedQuAD,What are the treatments for X-linked lymphoproliferative disease ?
4373,MedQuAD,What is (are) REN-related kidney disease ?
4374,MedQuAD,What is the outlook for Nasopharyngeal Cancer ?
4375,MedQuAD,How many people are affected by transthyretin amyloidosis ?
4376,MedQuAD,What are the genetic changes related to episodic ataxia ?
4377,MedQuAD,What are the treatments for Limbic encephalitis ?
4378,MedQuAD,What is (are) Primary Lateral Sclerosis ?
4379,MedQuAD,"What is (are) intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies ?"
4380,MedQuAD,What is (are) ornithine translocase deficiency ?
4381,MedQuAD,What is (are) Jacobsen syndrome ?
4382,MedQuAD,what research (or clinical trials) is being done for Liver (Hepatocellular) Cancer ?
4383,MedQuAD,What are the symptoms of CLOVES syndrome ?
4384,PubMedQA,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?
4385,MedQuAD,what research (or clinical trials) is being done for Neurotoxicity ?
4386,MedQuAD,What are the symptoms of DICER1-related pleuropulmonary blastoma cancer predisposition syndrome ?
4387,PubMedQA,Does a dedicated discharge coordinator improve the quality of hospital discharge?
4388,MedQuAD,What are the treatments for thrombotic thrombocytopenic purpura ?
4389,MedQuAD,What is (are) sialidosis ?
4390,MedQuAD,How to diagnose Urinary Retention ?
4391,MedQuAD,How to diagnose Congenital adrenal hyperplasia ?
4392,MedQuAD,How to diagnose What I need to know about My Child's Urinary Tract Infection ?
4393,MedQuAD,What are the genetic changes related to spinal muscular atrophy with respiratory distress type 1 ?
4394,MedQuAD,What are the treatments for Miller Fisher Syndrome ?
4395,MedQuAD,Is Dandy-Walker malformation inherited ?
4396,MedQuAD,How to diagnose Mixed connective tissue disease ?
4397,MedQuAD,What is (are) Autonomic Nervous System Disorders ?
4398,MedQuAD,What is (are) Squamous cell carcinoma ?
4399,MedQuAD,What are the symptoms of Male Breast Cancer ?
4400,PubMedQA,Can vaginal pH be measured from the wet mount slide?
4401,MedQuAD,What causes Pontocerebellar hypoplasia type 1 ?
4402,MedQuAD,"What are the symptoms of Maturity-onset diabetes of the young, type 5 ?"
4403,MedQuAD,What are the treatments for Cystic Fibrosis ?
4404,MedQuAD,Is protein S deficiency inherited ?
4405,MedQuAD,What causes Cri du chat syndrome ?
4406,PubMedQA,Can we predict urinary stone composition based on an analysis of microelement concentration in the hair and urine?
4407,MedQuAD,Is congenital hyperinsulinism inherited ?
4408,MedQuAD,What are the symptoms of Hirschsprung disease type 3 ?
4409,MedQuAD,What are the genetic changes related to xeroderma pigmentosum ?
4410,MedQuAD,What are the symptoms of Aicardi-Goutieres syndrome type 5 ?
